USE_ID,CATCH_TYPE,USE_DESC
4121,PRIMARY,Albion Park Rail PS
1526,PRIMARY,Casino PS
2142,PRIMARY,Harwood Island PS
4071,PRIMARY,Oatlands PS
3840,PRIMARY,Parramatta EPS
2764,PRIMARY,Nth Rocks PS
3156,PRIMARY,Tambar Springs PS
1553,PRIMARY,Chatsworth IPS
3555,CENTRAL_PRIMARY,Yeoval CS
3270,CENTRAL_PRIMARY,Tullamore CS
1740,PRIMARY,Leeville PS
2937,PRIMARY,Rappville PS
4204,PRIMARY,Parkes EPS
3249,CENTRAL_PRIMARY,Tottenham CS
2379,PRIMARY,Lawrence PS
5238,PRIMARY,Westlawn PS
3190,PRIMARY,Terrey Hls PS
3792,PRIMARY,Avalon PS
4359,PRIMARY,Bilgola Plateau PS
1326,PRIMARY,Bourke PS
2204,PRIMARY,Iluka PS
2829,PRIMARY,Palmers Island PS
3533,PRIMARY,Yamba PS
3946,PRIMARY,Maclean PS
2099,PRIMARY,Gulmarrad PS
3236,PRIMARY,Main Arm Upper PS
4673,PRIMARY,Northbourne PS
4669,PRIMARY,Jordan Springs PS
2648,PRIMARY,Mt Pritchard PS
4210,PRIMARY,Mt Pritchard Est PS
2413,PRIMARY,Llandilo PS
4645,PRIMARY,Ropes Crossing PS
4470,PRIMARY,Willmot PS
4408,PRIMARY,Lethbridge Park PS
4402,PRIMARY,Tregear PS
4205,PRIMARY,St Marys NPS
3263,PRIMARY,Tucabia PS
2042,PRIMARY,Goonengerry PS
4312,PRIMARY,Ringrose PS
2319,PRIMARY,Kogarah PS
1513,PRIMARY,Carlton SPS
1776,PRIMARY,Dubbo NPS
4549,PRIMARY,Orana Hts PS
3591,PRIMARY,Dubbo WPS
4616,PRIMARY,Buninyong PS
1811,PRIMARY,Dubbo SPS
4100,PRIMARY,Forbes NPS
3075,PRIMARY,Smithtown PS
2709,PRIMARY,Narrabri WPS
3235,CENTRAL_PRIMARY,Tooleybuc CS
3316,PRIMARY,Urbenville PS
2489,PRIMARY,Marsden Park PS
2671,PRIMARY,Mummulgum PS
3145,PRIMARY,Tabulam PS
2464,PRIMARY,Manifold PS
3563,PRIMARY,Young PS
1636,PRIMARY,Cootamundra PS
1944,PRIMARY,Freemans Reach PS
2409,PRIMARY,Lismore SPS
1492,PRIMARY,Caniaba PS
4383,PRIMARY,E A Southee PS
3275,PRIMARY,Tumbarumba PS
2239,PRIMARY,Jindera PS
3594,PRIMARY,Louth PS
2155,PRIMARY,Hermidale PS
8503,HIGH_COED,Billabong HS
8266,HIGH_COED,James Fallon HS
8505,HIGH_COED,Murray HS
8458,HIGH_COED,Kingswood HS
8559,HIGH_COED,Jamison HS
8502,HIGH_COED,Tomaree HS
8227,HIGH_COED,Merrylands HS
8404,HIGH_COED,Endeavour Sp HS
8536,HIGH_COED,Narooma HS
2675,CENTRAL_HIGH,Mungindi CS
8246,HIGH_COED,Heathcote HS
8577,HIGH_COED,Byron Bay HS
8195,HIGH_COED,Ballina Coast HS
8437,HIGH_COED,Kirrawee HS
8443,HIGH_COED,Colyton HS
8448,HIGH_COED,Bomaderry HS
8465,HIGH_COED,TLSC The Entrance
8269,HIGH_COED,Chester Hill HS
8440,HIGH_COED,Warners Bay HS
8197,HIGH_COED,Wellington HS
8252,HIGH_COED,Strathfield SHS
8418,HIGH_COED,Warilla HS
8204,HIGH_COED,Dapto HS
8462,HIGH_COED,Narromine HS
8180,HIGH_COED,Campbelltown PAHS
8259,HIGH_COED,Callaghan Wallsend
8822,HIGH_GIRLS,Macarthur GHS
8548,HIGH_COED,Woolgoolga HS
8171,HIGH_COED,Kiama HS
8550,HIGH_COED,Fairfield HS
8384,HIGH_COED,Westfields Sp HS
8393,HIGH_COED,Canley Vale HS
8535,HIGH_COED,Concord HS
8913,HIGH_COED,Inner Sydney HS
8595,HIGH_COED,Nambucca Hds HS
8833,HIGH_COED,Dulwich HS of Visual Arts and Design
8545,HIGH_COED,Sth Sydney HS
8553,HIGH_COED,Macquarie Fields HS
8174,HIGH_COED,Quirindi HS
8546,HIGH_COED,Gulgong HS
8232,HIGH_COED,Chatswood HS
8411,HIGH_COED,West Wallsend HS
8184,HIGH_BOYS,Punchbowl BHS
8261,HIGH_COED,Cronulla HS
8177,HIGH_COED,Kurri Kurri HS
8917,HIGH_COED,Murrumbidgee RHS
8582,HIGH_COED,Bossley Park HS
8466,HIGH_COED,Glendale Technology HS
8284,HIGH_COED,GRC Oatley SC
8385,HIGH_COED,Greystanes HS
8532,HIGH_COED,Leumeah HS
8236,HIGH_COED,Blakehurst HS
8547,HIGH_COED,Northlakes HS
8515,HIGH_COED,Gorokan HS
8372,HIGH_COED,The Forest HS
8479,HIGH_COED,Davidson HS
8400,HIGH_COED,St Ives HS
8416,HIGH_COED,Ku-ring-gai HS
8909,HIGH_COED,Toronto HS
8583,HIGH_COED,Menai HS
8870,HIGH_COED,St Marys Snr HS
8496,HIGH_COED,Chifley Shalvey
8135,HIGH_COED,Parramatta HS
8223,HIGH_COED,Bass HS
8531,HIGH_COED,St Johns Park HS
8433,HIGH_COED,Woolooware HS
8209,HIGH_COED,Cabramatta HS
8230,HIGH_COED,Port Hacking HS
8218,HIGH_COED,Deniliquin HS
8360,HIGH_COED,Finley HS
8219,HIGH_COED,Hunter River HS
8203,HIGH_COED,Belmont HS
1921,CENTRAL_HIGH,Lord Howe ICS
8457,HIGH_COED,Killara HS
8178,HIGH_COED,Richmond HS
8415,HIGH_COED,Ryde SC
8395,HIGH_COED,Pendle Hill HS
8229,HIGH_COED,Northmead CPAHS
1275,CENTRAL_HIGH,Boggabilla CS
2897,CENTRAL_HIGH,Portland CS
8539,HIGH_COED,SSC Blackwattle Bay
8270,HIGH_COED,Wee Waa HS
8233,HIGH_COED,Hunter Sp HS
8207,HIGH_COED,Hunters Hill HS
8129,HIGH_COED,Murwillumbah HS
8244,HIGH_BOYS,Blacktown BHS
8530,HIGH_COED,Newtown HS of Performing Arts
8173,HIGH_COED,Wauchope HS
8280,HIGH_COED,Camden Haven HS
8401,HIGH_COED,Lurnea HS
8263,HIGH_COED,J J Cahill MHS
8573,HIGH_COED,Winmalee HS
8560,HIGH_COED,Prairiewood HS
8540,HIGH_COED,Marrickville HS
8262,HIGH_COED,Ingleburn HS
8509,HIGH_COED,Newcastle HS
8494,HIGH_COED,Coomealla HS
8476,HIGH_COED,Casula HS
8507,HIGH_COED,SSC Leichhardt
8484,HIGH_COED,SSC Balmain
8176,HIGH_GIRLS,Liverpool GHS
8884,HIGH_BOYS,Epping BHS
8564,HIGH_COED,Holsworthy HS
8851,HIGH_BOYS,NBSC Balgowlah Boys
8831,HIGH_GIRLS,NBSC Mackellar Girls
8105,HIGH_COED,Broken Hill HS
2523,CENTRAL_HIGH,Menindee CS
8543,HIGH_COED,Dubbo Delroy
8126,HIGH_COED,Maitland HS
8127,HIGH_COED,Maitland Grossmann HS
8254,HIGH_GIRLS,Bankstown GHS
8508,HIGH_COED,Callaghan Waratah Tech
8511,HIGH_COED,NBSC Cromer
8528,HIGH_COED,Chifley Bidwill
8432,HIGH_COED,Engadine HS
8463,HIGH_COED,Sylvania HS
8386,HIGH_COED,Gymea THS
8124,HIGH_COED,TRSC Lismore
8852,HIGH_COED,The Jannali HS
8541,HIGH_COED,Keira HS
8143,HIGH_COED,Wollongong HS of the Performing Arts
8410,HIGH_COED,Woonona HS
8878,HIGH_COED,Bulli HS
8568,HIGH_COED,NBSC Freshwater Snr
8456,HIGH_COED,Fairvale HS
8480,HIGH_COED,Warrawong HS
8906,HIGH_COED,Oak Flats HS
8326,HIGH_COED,Mosman HS
8521,HIGH_COED,Elderslie HS
8191,HIGH_COED,Corrimal HS
8544,HIGH_COED,Lisarow HS
8916,HIGH_COED,Oran Park HS
8442,HIGH_COED,Gundagai HS
8343,HIGH_COED,Tumut HS
8908,HIGH_COED,Rooty Hill HS
8554,HIGH_COED,HSC Westport
8364,HIGH_COED,HSC Port Macquarie
8459,HIGH_COED,Chifley Mt Druitt
1336,CENTRAL_HIGH,Bowraville CS
8506,HIGH_COED,Tempe HS
8552,HIGH_COED,Crestwood HS
8477,HIGH_COED,Kellyville HS
8586,HIGH_COED,Albion Park HS
8328,HIGH_COED,Murrumburrah HS
8334,HIGH_COED,Yass HS
8216,HIGH_COED,Queanbeyan HS
8474,HIGH_COED,Lake Illawarra HS
8382,HIGH_COED,Castle Hill HS
8489,HIGH_COED,Kanahooka HS
8274,HIGH_COED,TLSC Tumbi Umbi
8205,HIGH_COED,Illawarra Sp HS
8449,HIGH_COED,Figtree HS
8563,HIGH_COED,TLSC Berkeley Vale
8196,HIGH_COED,Monaro HS
8165,HIGH_COED,Bega HS
8486,HIGH_COED,Bombala HS
8487,HIGH_COED,Eden Marine HS
2237,CENTRAL_HIGH,Jindabyne CS
8450,HIGH_COED,Tumbarumba HS
1066,CENTRAL_HIGH,Ashford CS
8811,HIGH_BOYS,Granville BHS
8832,HIGH_BOYS,Ashfield BHS
8151,HIGH_BOYS,Homebush BHS
8161,HIGH_BOYS,Randwick BHS
8253,HIGH_GIRLS,Auburn GHS
8210,HIGH_COED,Lake Macquarie HS
8166,HIGH_COED,Wyong HS
8278,CENTRAL_HIGH,Wadalba CS
8562,HIGH_COED,Irrawang HS
8590,HIGH_COED,Erskine Park HS
8907,HIGH_COED,Riverstone HS
8575,HIGH_COED,Robert Townson HS
8279,HIGH_COED,Lake Munmorah HS
8389,HIGH_COED,Swansea HS
8265,HIGH_COED,Sefton HS
8569,HIGH_COED,Eagle Vale HS
8413,HIGH_COED,Morisset HS
8520,HIGH_COED,TRSC Kadina
1886,CENTRAL_HIGH,Evans River CS
8271,CENTRAL_HIGH,Lucas Hts CS
8187,HIGH_GIRLS,East Hls GTHS
8206,HIGH_BOYS,East Hls BHS
8377,HIGH_COED,Picnic Pt HS
8436,HIGH_COED,Granville SCPAHS
8258,HIGH_COED,Bellingen HS
8566,HIGH_COED,Melville HS
8169,HIGH_GIRLS,Strathfield GHS
8412,HIGH_COED,The Hls Sp HS
8245,HIGH_BOYS,Asquith BHS
8880,HIGH_COED,Callaghan Jesmond
8501,HIGH_COED,Moorebank HS
8460,HIGH_COED,James Busby HS
8140,HIGH_COED,Taree HS
8422,HIGH_COED,Killarney Hts HS
8435,HIGH_COED,Turramurra HS
8910,HIGH_COED,Cammeraygal HS
8186,HIGH_BOYS,Liverpool BHS
8250,HIGH_COED,Sir Joseph Banks HS
8408,HIGH_COED,GRC Peakhurst
8101,HIGH_COED,Albury HS
8320,HIGH_COED,Kogarah HS
8247,HIGH_COED,Kingsgrove HS
8241,HIGH_GIRLS,Moorefield GHS
8857,HIGH_GIRLS,GRC Penshurst Girls
8813,HIGH_BOYS,GRC Hurstville Boys
8290,HIGH_COED,John Edmondson HS
1313,CENTRAL_HIGH,Boorowa CS
1838,CENTRAL_HIGH,Emmaville CS
8888,HIGH_GIRLS,Wiley Park GHS
8804,HIGH_BOYS,Belmore BHS
8222,HIGH_GIRLS,Asquith GHS
8497,HIGH_COED,James Meehan HS
8488,HIGH_COED,Chifley Dunheved
8491,HIGH_COED,Willyama HS
8109,HIGH_COED,Coffs Harbour HS
8580,HIGH_COED,Cranebrook HS
8579,HIGH_COED,Kingscliff HS
8282,HIGH_COED,Banora Pt HS
4658,CENTRAL_HIGH,Lindfield LV
8483,HIGH_COED,Kooringal HS
8220,HIGH_GIRLS,Randwick GHS
8249,HIGH_COED,Matraville Sp HS
8398,HIGH_COED,Condell Park HS
8882,HIGH_BOYS,James Cook Boys Technology HS
8231,HIGH_COED,Seven Hls HS
8420,HIGH_COED,Evans HS
8854,HIGH_GIRLS,Birrong GHS
8591,HIGH_COED,Narara Valley HS
8189,HIGH_COED,Kyogle HS
2751,CENTRAL_HIGH,Nimbin CS
8394,HIGH_COED,Miller Technology HS
8911,HIGH_COED,The Ponds HS
8403,HIGH_COED,Mitchell HS
8571,HIGH_COED,St Clair HS
8524,HIGH_COED,Karabar HS
8555,HIGH_COED,Rose Bay SC
8370,HIGH_COED,Tweed River HS
8397,HIGH_COED,Ashcroft HS
8527,HIGH_COED,Toormina HS
8473,HIGH_COED,Chifley SC
8368,HIGH_COED,Moruya HS
8578,HIGH_COED,Alstonville HS
8417,HIGH_COED,Dubbo South
8585,HIGH_COED,Kincumber HS
8467,HIGH_COED,Henry Kendall HS
8123,HIGH_COED,Kempsey HS
8594,HIGH_COED,Quakers Hill HS
8164,HIGH_COED,Muswellbrook HS
1051,CENTRAL_HIGH,Ardlethan CS
8396,HIGH_COED,Windsor HS
8574,HIGH_COED,Mt View HS
8572,HIGH_COED,RutherfordHS
1402,CENTRAL_HIGH,Bulahdelah CS
8289,HIGH_COED,GLC Tuncurry
8281,HIGH_COED,GLC Snr C
8159,HIGH_GIRLS,Willoughby GHS
8292,HIGH_COED,Kariong Mts HS
8405,HIGH_COED,Erina HS
8533,HIGH_COED,Terrigal HS
8374,HIGH_COED,BWSC Woy Woy
8438,HIGH_COED,Pennant Hls HS
8424,HIGH_COED,Holroyd HS
8291,HIGH_COED,Rouse Hill HS
8905,HIGH_COED,Cumberland HS
8225,HIGH_COED,Marsden HS
8358,HIGH_COED,Tenterfield HS
1290,CENTRAL_HIGH,Bonalbo CS
8154,HIGH_COED,Casino HS
2114,CENTRAL_HIGH,Guyra CS
8453,HIGH_COED,Dorrigo HS
8409,HIGH_COED,Scone HS
8472,HIGH_COED,Dungog HS
8589,HIGH_COED,Thomas Reddall HS
8534,HIGH_COED,GLC Forster
8485,HIGH_COED,Hoxton Park HS
8584,HIGH_COED,Elizabeth Macarthur HS
8514,HIGH_COED,Plumpton HS
8215,HIGH_COED,Picton HS
8201,HIGH_COED,Nowra HS
8107,HIGH_BOYS,Canterbury BHS
8399,HIGH_COED,Doonside Technology HS
8806,HIGH_GIRLS,Canterbury GHS
8152,HIGH_GIRLS,Burwood GHS
8598,HIGH_COED,Oberon HS
8517,HIGH_COED,Denison Kelso
8439,HIGH_COED,Francis Greenway HS
8516,HIGH_COED,Cambridge Park HS
8513,HIGH_COED,BWSC Umina
8447,HIGH_COED,Carlingford HS
8414,HIGH_COED,Chatham HS
8469,HIGH_COED,Orara HS
3340,CENTRAL_HIGH,Walcha CS
8391,HIGH_COED,Wingham HS
8139,HIGH_COED,Tamworth HS
8162,HIGH_COED,Macksville HS
8104,HIGH_COED,Bowral HS
8388,HIGH_COED,Moss Vale HS
8202,HIGH_COED,Singleton HS
8318,HIGH_COED,Kandos HS
8526,HIGH_COED,Colo HS
8125,HIGH_COED,Lithgow HS
8551,HIGH_COED,Sarah Redfern HS
8255,HIGH_GIRLS,Beverly Hls GHS
8221,HIGH_COED,Kingsgrove NHS
1055,CENTRAL_HIGH,Ariah Park CS
8273,HIGH_COED,Cecil Hills HS
8260,HIGH_COED,Bonnyrigg HS
8371,HIGH_COED,Gloucester HS
8498,HIGH_COED,Muirfield HS
8481,HIGH_COED,Galston HS
8892,HIGH_COED,Arthur Phillip HS
8114,HIGH_COED,Glen Innes HS
3491,CENTRAL_HIGH,Woodenbong CS
8915,HIGH_COED,Armidale SC
8406,HIGH_COED,Sth Grafton HS
8117,HIGH_COED,Grafton HS
1140,CENTRAL_HIGH,Barraba CS
3864,CENTRAL_HIGH,Uralla CS
8455,HIGH_COED,Oxley HS
8128,HIGH_COED,Mudgee HS
2590,CENTRAL_HIGH,Molong CS
2522,CENTRAL_HIGH,Mendooran CS
8444,HIGH_COED,Canobolas RTHS
8103,HIGH_COED,Denison Bathurst
8357,HIGH_COED,Blayney HS
8142,HIGH_COED,Wagga Wagga HS
8518,HIGH_COED,Canowindra HS
8148,HIGH_COED,Cowra HS
8110,HIGH_COED,Dubbo Snr
3254,CENTRAL_HIGH,Trangie CS
8325,HIGH_COED,MSC Albert Street
8217,HIGH_COED,Camden HS
8471,HIGH_COED,MSC Carol Ave
1589,CENTRAL_HIGH,Collarenebri CS
2033,CENTRAL_HIGH,Goodooga CS
2395,CENTRAL_HIGH,Lightning Ridge CS
1350,CENTRAL_HIGH,Brewarrina CS
8475,HIGH_COED,Walgett CCHS
8451,HIGH_COED,Coonamble HS
1130,CENTRAL_HIGH,Baradine CS
2094,CENTRAL_HIGH,Gulargambone CS
8347,HIGH_COED,Coonabarabran HS
8134,HIGH_COED,Orange HS
8194,HIGH_COED,Forbes HS
1237,CENTRAL_HIGH,Binnaway CS
8349,HIGH_COED,Gilgandra HS
2528,CENTRAL_HIGH,Merriwa CS
1621,CENTRAL_HIGH,Coolah CS
1789,CENTRAL_HIGH,Dunedoo CS
8214,HIGH_COED,TRSC Richmond River
8193,HIGH_COED,Mullumbimby HS
8170,HIGH_COED,Narrabri HS
8188,HIGH_COED,Gunnedah HS
7305,CENTRAL_HIGH,Manilla CS
3442,CENTRAL_HIGH,Wilcannia CS
1234,CENTRAL_HIGH,Bingara CS
8519,HIGH_COED,Warialda HS
8122,HIGH_COED,Inverell HS
8490,HIGH_COED,Macintyre HS
1415,CENTRAL_HIGH,Bundarra CS
8525,HIGH_COED,Peel HS
8308,HIGH_COED,Corowa HS
8407,HIGH_COED,Mt Austin HS
2976,CENTRAL_HIGH,The Rock CS
8224,HIGH_GIRLS,Blacktown GHS
2165,CENTRAL_HIGH,Hillston CS
8499,HIGH_COED,Model Farms HS
1131,CENTRAL_HIGH,Barellan CS
8272,HIGH_COED,Coffs Harbour SC
8482,HIGH_COED,Lambton HS
8592,HIGH_COED,Cherrybrook THS
8179,HIGH_COED,Junee HS
1152,CENTRAL_HIGH,Batlow THS
8423,HIGH_COED,Kotara HS
8383,HIGH_COED,Nepean CPAHS
8903,HIGH_COED,Cardiff HS
8190,HIGH_COED,Cootamundra HS
8556,CENTRAL_HIGH,Alexandria Park CS
4348,CENTRAL_HIGH,Coleambally CS
8156,HIGH_COED,Leeton HS
8919,HIGH_COED,Bungendore HS
8922,HIGH_COED,Jerrabomberra HS
8157,HIGH_COED,Narrandera HS
8268,HIGH_COED,Glenwood HS
8155,HIGH_COED,Young HS
2418,CENTRAL_HIGH,Lockhart CS
1624,CENTRAL_HIGH,Coolamon CS
8286,HIGH_COED,Mt Annan HS
8390,HIGH_COED,Whitebridge HS
2359,CENTRAL_HIGH,Lake Cargelligo CS
3272,CENTRAL_HIGH,Tullibigeal CS
2791,CENTRAL_HIGH,Oaklands CS
8454,HIGH_COED,Barrenjoey HS
8379,HIGH_COED,Pittwater HS
8314,HIGH_COED,The Henry Lawson HS
8346,HIGH_COED,Condobolin HS
3311,CENTRAL_HIGH,Ungarie CS
8392,HIGH_COED,West Wyalong HS
8512,HIGH_COED,Narrabeen Sp HS
8168,HIGH_COED,Temora HS
8461,HIGH_COED,Barham HS
8119,HIGH_COED,Hay War Memorial HS
8362,HIGH_COED,Maclean HS
8208,HIGH_GIRLS,Cheltenham GHS
8243,HIGH_GIRLS,Riverside GHS
3270,CENTRAL_HIGH,Tullamore CS
8522,HIGH_COED,Blaxland HS
8495,HIGH_COED,Ulladulla HS
8355,HIGH_COED,Bourke HS
8356,HIGH_COED,Cobar HS
8277,HIGH_COED,Wyndham College
8493,HIGH_COED,Airds HS
8353,HIGH_COED,Nyngan HS
3392,CENTRAL_HIGH,Warren CS
3249,CENTRAL_HIGH,Tottenham CS
2848,CENTRAL_HIGH,Peak Hill CS
3259,CENTRAL_HIGH,Trundle CS
8565,HIGH_COED,Hawkesbury HS
8150,HIGH_COED,Katoomba HS
8446,HIGH_COED,Springwood HS
8276,HIGH_COED,Glenmore Park HS
8570,HIGH_COED,Ambarvale HS
3555,CENTRAL_HIGH,Yeoval CS
8146,HIGH_COED,Parkes HS
8452,HIGH_COED,Crookwell HS
1340,CENTRAL_HIGH,Braidwood CS
8581,HIGH_COED,Batemans Bay HS
8116,HIGH_COED,Goulburn HS
8468,HIGH_COED,Mulwaree HS
8561,HIGH_COED,Shoalhaven HS
8593,HIGH_COED,Vincentia HS
8213,HIGH_BOYS,Birrong BHS
8108,HIGH_COED,Cessnock HS
3235,CENTRAL_HIGH,Tooleybuc CS
1115,CENTRAL_HIGH,Balranald CS
2213,CENTRAL_HIGH,Ivanhoe CS
